,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,SalePrice,SalePricev2
0,2.981902395,-2.884373829,-0.370049269,0.570540206,-0.802770158,1.349608997,-0.496568328,-0.33902527,1.69009879,-0.29396386,-0.10826291,0.596125631,1.111353044,-0.053391793,-1.421812152,0.202589881,-0.686772283,-0.789493065,0.820817665,0.544624256,-0.144667766,0.732109059,0.689427124,0.022867954,0.365389669,0.51204927,0.444081469,-0.050829596,-0.444129982,-1.166037712,-0.110241539,-0.37447671,0.036535227,0.301827861,0.191703701,0.170972792,-0.011737145,0.044100433,0.197388708,0.311145826,0.066841748,-0.053359961,0.208455426,0.649970391,0.358695736,-0.332244734,-0.611531567,0.126569389,-0.454660997,-0.267900137,-0.222900939,-0.068652206,-0.105612321,0.481533278,-0.278449075,0.186078847,0.179697885,-0.805784203,1.081397431,-0.110714377,-0.480073214,208500,5
1,-0.017562112,1.374511372,-0.643594767,-0.956720048,-1.119333373,0.565560624,-0.350055904,0.246074696,-1.220421612,1.091957898,-0.412801389,-0.412288369,-1.802339604,0.537690393,0.429269285,0.551757384,1.437730103,-0.708535329,1.550360783,-1.165906173,0.76642098,0.787910972,-0.306177705,0.766329887,0.632032841,0.666025684,0.056863153,-0.329521591,-2.416800271,-0.219951234,0.207148965,1.104057183,-1.699065762,1.239326315,-0.203542267,-0.433837618,0.644844282,0.3379326,-0.717959004,-1.472314575,-1.89346275,-0.224702298,-0.329686051,-0.953984905,0.100678569,0.10447407,-0.658813626,0.559864906,-0.12666478,-1.652737703,-0.21249191,-0.971086819,-0.699339145,0.679457398,0.34881215,-0.410197651,-0.283076902,0.502140909,0.031327067,-0.081723936,-1.133732738,181500,4
2,3.768683178,-1.710830831,-0.750639217,0.698241959,-0.593822086,1.111482926,0.17150396,-0.871567445,1.10303869,-0.199687532,-0.59097038,0.707285524,0.851180817,-0.188567243,-0.208336069,0.258164067,0.187319033,-0.926872016,-0.04782485,-0.616989188,0.075035815,0.691913401,0.59054025,-0.074064928,0.505369728,-0.581569346,0.216743515,0.317826238,-0.201779616,-0.738940547,-0.294404034,0.471250769,0.583285965,-0.008225583,0.29152999,0.643495489,0.292039019,-0.483731017,-0.052011487,0.050795095,0.370914562,0.472784259,0.056736175,0.315060534,0.433070541,0.508418964,-0.960657313,-0.248321764,0.932285737,0.079568793,-0.71358659,-0.682799585,-0.290238638,-0.019150065,-0.222026755,-0.020578282,-0.288481587,0.214111454,0.347969257,-0.148104086,-0.352217682,223500,5
3,-0.888113606,0.661137867,1.943896856,-0.189367239,-2.219891458,-1.361032785,1.321437437,0.100319745,-0.196741124,-0.570896584,0.116129231,-0.009059347,-0.433210977,0.37246365,0.832961369,0.434963897,-0.386615923,-0.773063811,-0.907509742,-0.026112119,-1.153771917,-2.74905513,-1.711990739,-0.274645998,0.70415629,0.386185888,2.679364779,0.206648564,-1.358445338,-1.88740984,-0.496767136,-0.974991006,0.408386507,-0.721734403,0.750820484,0.545731623,1.331011599,1.227503187,-0.462882648,-0.08060993,-0.792849183,0.587824295,-0.443836454,0.463537875,-0.251000828,-0.435911714,-0.540832896,0.921731785,0.921940603,-1.178727511,-0.460000471,1.417198078,0.057986681,0.694891563,0.379924251,0.607586351,0.639731562,-0.179010715,1.586935343,1.11854509,0.871165434,140000,3
4,5.550905787,-1.209271507,1.445240527,0.74350814,-0.848397435,0.60195862,-0.299343054,-0.931933632,1.120025623,-0.420324952,-0.145493693,0.70097613,0.475240298,-0.063046795,-0.107889662,0.423048719,0.449902297,-1.097309338,0.187444931,-0.97982098,0.157020305,0.283376812,1.018318631,-0.35952418,0.599006396,-0.290446115,0.015225945,0.522090112,0.720839785,-0.352726866,0.031412314,1.094762164,0.361571761,-0.35688049,0.120013417,0.920235151,0.296449961,-0.661486906,-0.555223027,-0.199759151,0.106500453,0.163057305,0.157305381,-0.55438082,0.374014178,0.196655896,-0.401664296,0.005369414,0.235055388,0.564039955,-0.6092556,-0.113831091,-0.179400572,0.408268645,0.007805859,0.585203619,-0.007986584,-0.449674493,0.557692707,-0.136343336,-0.631072231,250000,6
5,-0.671052326,-0.37005017,-1.813225203,-0.444355972,-1.313826504,1.516446721,0.762802143,-0.521154285,-0.256544613,1.086068344,2.73415831,2.859630722,1.385944504,-1.298272177,0.225175824,-1.426578188,2.449925545,0.335046469,0.243329827,1.047635781,2.844780063,-1.063728731,4.89557921,6.910652066,-3.845086835,-1.410578397,0.376837082,5.968963279,1.589266733,-3.121308002,2.157333804,-1.042751818,-0.787914758,-0.658206654,1.017698509,-0.009723559,1.268596981,0.286066217,-0.809003609,1.060905919,0.763550837,0.834538419,0.270174418,-0.5539851,1.775634401,1.128692438,-0.667745825,0.809191608,0.680088505,0.232581462,0.232408968,1.010852214,-0.035225197,-0.631718228,0.058791302,-0.602400674,1.872516608,-1.007451501,-1.086050413,1.246636654,0.134493506,143000,3
6,4.022431721,-0.113327865,-1.095987,-1.373392362,0.218226704,0.341354465,-0.066503857,0.232335714,1.523464086,0.666157619,-0.761170532,0.264235479,-0.422261612,-0.371648294,-0.149166647,-0.893421239,0.636159855,-0.109816931,-0.284833539,-1.054415151,0.156662397,0.508097971,-0.135299056,-0.233763442,0.277560229,-0.057611811,0.387579401,0.150109761,0.436358435,0.087016526,0.382348003,0.499100541,0.172348994,0.248010028,0.339273765,-0.156664835,0.09758771,-0.369289836,0.372911341,-0.126683063,-0.364207062,-0.204250997,-0.149428414,-0.365187357,0.230509175,0.034693687,-0.20351126,0.819043126,-0.392775517,0.130592039,-0.568540999,-0.035462661,-0.002049015,0.443425831,0.082948563,0.736248462,0.005005246,-0.655827692,1.223166766,0.012244827,-0.326970837,307000,7
7,1.700663759,0.914719838,2.16416123,1.664865824,-1.027660521,1.386488342,-0.175849668,-0.799238999,-1.257106137,2.201135747,1.045210498,2.449924555,1.040906028,0.161350726,1.920629647,0.238892525,-0.535017261,0.050383187,-1.047601341,-1.119230579,-0.43783876,-1.633643176,-0.192224909,-0.170168656,0.479426384,-0.338703371,1.099283119,0.41576269,-0.616812799,-0.953958724,0.184394339,1.37360263,0.207097916,-0.558169551,-0.230949173,1.321746897,0.853798091,-0.331318704,-0.755499905,-2.167179815,1.537352362,-0.324102699,-1.547362951,-1.689914544,0.320439946,-0.431005807,-1.104332998,0.500291313,-0.01147245,-2.040363396,-0.380656868,0.008217753,-1.442682331,-0.159571222,0.232814497,-0.653371534,0.083146463,-1.134017428,-0.9970661,0.840084097,-0.983502478,200000,5
8,-3.317769908,0.511571943,4.837088861,-0.499221462,0.878316236,-2.492684128,1.638796649,0.35653779,1.597540929,-0.768139508,0.110018671,0.768254615,-0.940643145,0.621593775,0.595548667,-1.835840505,0.169858133,2.045529257,-0.630818348,-0.880888618,-0.661263063,0.117958786,-0.013274295,2.379186316,0.764325539,0.50771377,2.869684678,-2.716762317,-0.480038001,-2.256668061,0.85762392,-0.983813631,-0.018910234,-0.850549195,1.492189748,-0.993344393,-2.3901089,-0.969824787,-1.235923776,-2.191303766,0.493988426,1.005240805,0.275127876,-0.408178419,-0.775692955,-0.123995778,-0.890108193,-0.73376579,-0.730015541,-0.077545805,-0.41791526,0.532006232,-1.483744433,0.033102336,0.383223849,0.243653548,-1.544531933,0.538586114,-0.166434929,-0.813562571,0.79407728,129900,3
9,-3.228201248,0.767066495,-0.229673257,1.669897279,1.874962964,-0.54424591,-0.763012839,0.470562776,0.499604672,0.751019591,0.592037615,1.15476571,-1.867993084,-1.411744827,0.379353366,1.783403681,-0.277050001,2.436372613,-1.196500275,-0.28987978,-0.328468386,0.425684821,-1.567713457,2.164689393,1.46784864,0.180847328,0.555820323,-0.276262071,-1.109984362,-2.775321585,0.079280208,-0.136530208,0.12273274,1.072155825,0.876282569,0.465633182,-0.973304958,0.009503251,0.75499955,0.024591851,-0.600834542,0.096132704,2.432549152,0.166809319,-1.004826256,-0.529122407,-1.458203857,0.701806413,-2.115695377,0.459233727,-1.044330786,0.60291034,-0.076466286,-0.059155254,1.24538341,-0.348669095,-0.19818838,-0.023382623,0.665431598,0.044196657,-1.083740849,118000,3
10,-2.812760738,0.485573066,-1.135760263,-1.046989855,-0.758446844,-0.587618917,-0.468069718,0.047902217,-0.077420785,-0.563437426,0.377192651,-0.045120077,0.093953503,-0.425694685,-2.067264006,-0.377646769,-0.835226881,-0.045298693,-0.43058326,0.957888569,-0.566331976,-0.063842395,-0.204109708,-0.293976313,-0.022308151,0.181782818,0.137796249,0.294680172,0.130351503,-0.122632205,0.225390261,-0.139369369,-0.439662145,0.932271657,0.010758104,-0.195872181,0.449985951,-0.026751573,0.169950432,0.455171093,-0.331177569,0.668300022,0.110294942,0.599168365,-0.161600202,0.807715023,-0.521333256,0.939876874,-0.847363373,-1.156880937,-1.06138226,0.808603043,-0.260927023,0.832239861,-0.295931355,-0.198111839,0.028201635,-0.241225725,0.693338929,0.364352132,-0.188009849,129500,3
11,4.353474111,0.770940837,3.182330522,0.545805223,0.572595109,-1.679137112,-0.451575885,-0.086020408,-0.484949057,-0.948052941,0.431888843,-1.250163922,1.357588699,-1.769678646,0.80487682,-0.234425777,0.8649281,-0.530092687,-0.243231651,0.367640582,-0.533428651,-1.053729182,0.178254323,0.536731845,-0.080884507,0.530043136,-0.184125815,-0.11061914,0.138275062,0.476159998,-1.033599408,0.68379713,-0.47715084,1.33345113,0.496493023,-0.66938369,0.471608663,-0.313733973,0.528488172,1.155071811,-0.845455548,0.908635874,-0.68764436,-0.540053484,-0.218932525,0.784716585,0.422550928,-1.379011521,-0.754307454,-2.482747547,-0.919221107,0.574427765,-0.369978542,0.004604418,-0.483276956,0.75748586,-0.306143383,-0.79243682,2.093298083,-0.437299951,-0.261216243,345000,7
